T/1	CR/1	CS/2		US/1	Cortex/2		Thalamus/2		Hippocampus.BindDelta/4				Hippocampus.Context/4				V/3			W/2		
155	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.977	0.977	0.000	0.593	0.593	
156	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.977	0.977	0.000	0.747	0.747	
157	0.769	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.977	0.977	0.000	0.747	0.747	
158	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.977	0.977	0.000	0.747	0.747	
159	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.977	0.000	0.597	0.747	
160	0.231	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.977	0.000	0.597	0.747	
161	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.977	0.000	0.597	0.747	
162	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.597	0.597	
163	0.231	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.597	0.597	
164	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.597	0.597	
165	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.751	0.751	
166	0.769	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.751	0.751	
167	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.982	0.982	0.000	0.751	0.751	
168	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.982	0.000	0.601	0.751	
169	0.231	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.982	0.000	0.601	0.751	
170	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.982	0.000	0.601	0.751	
171	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.601	0.601	
172	0.231	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.601	0.601	
173	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.601	0.601	
174	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.755	0.755	
175	0.769	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.755	0.755	
176	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.986	0.986	0.000	0.755	0.755	
177	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.986	0.000	0.604	0.755	
178	0.231	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.986	0.000	0.604	0.755	
179	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.986	0.000	0.604	0.755	
180	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.604	0.604	
181	0.231	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.604	0.604	
182	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.604	0.604	
183	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.758	0.758	
184	0.769	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.758	0.758	
185	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.988	0.988	0.000	0.758	0.758	
186	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.991	0.988	0.000	0.606	0.758	
187	0.231	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.991	0.988	0.000	0.606	0.758	
188	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.991	0.988	0.000	0.606	0.758	
