sep=;
T/1;CR/1;CS/2;;US/1;Cortex/2;;Thalamus/2;;Hippocampus.BindDelta/4;;;;Hippocampus.Context/4;;;;V/3;;;W/2;;
155;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.235;0.235;
156;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.235;
157;0.260;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.235;
158;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.235;
159;0.000;0.000;0.000;1.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.287;
160;0.260;0.000;0.000;0.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.287;
161;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.495;0.495;0.000;0.287;0.287;
162;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.172;0.172;
163;0.416;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.172;0.172;
164;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.172;0.172;
165;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.172;0.172;
166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.172;
167;0.325;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.172;
168;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.172;
169;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.237;
170;0.325;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.237;
171;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.237;0.237;
172;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.237;
173;0.260;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.237;
174;0.000;1.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.237;
175;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.289;
176;0.260;0.000;0.000;0.000;1.000;1.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.289;
177;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.289;0.289;
178;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.372;0.372;
179;0.416;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.372;0.372;
180;0.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.497;0.497;0.000;0.372;0.372;
