sep=;
T/1;CR/1;CS/2;;US/1;Cortex/2;;Thalamus/2;;Hippocampus.BindDelta/4;;;;Hippocampus.Context/4;;;;V/3;;;W/2;;
33;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
34;0.86578;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
35;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
36;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
37;0.89263;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
38;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
39;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
40;0.91410;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
41;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
42;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
43;0.93128;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
44;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
45;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
46;0.94502;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
47;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
48;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
49;0.95602;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
50;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
51;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97185;0.00000;0.00000;0.00000;0.00000;
52;0.96482;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97185;0.00000;0.00000;0.00000;0.00000;
53;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97185;0.00000;0.00000;0.00000;0.00000;
54;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97748;0.00000;0.00000;0.00000;0.00000;
55;0.97185;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97748;0.00000;0.00000;0.00000;0.00000;
56;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.97748;0.00000;0.00000;0.00000;0.00000;
57;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98199;0.00000;0.00000;0.00000;0.00000;
58;0.97748;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98199;0.00000;0.00000;0.00000;0.00000;
59;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98199;0.00000;0.00000;0.00000;0.00000;
60;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98559;0.00000;0.00000;0.00000;0.00000;
61;0.98199;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98559;0.00000;0.00000;0.00000;0.00000;
62;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98559;0.00000;0.00000;0.00000;0.00000;
63;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98847;0.00000;0.00000;0.00000;0.00000;
64;0.98559;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98847;0.00000;0.00000;0.00000;0.00000;
65;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.98847;0.00000;0.00000;0.00000;0.00000;
66;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.00000;0.00000;
67;0.98847;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.00000;0.00000;
68;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.00000;0.00000;
69;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.19816;0.00000;
70;0.99078;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.19816;0.00000;
71;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.19816;0.00000;
72;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.35668;0.00000;
73;0.79262;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.35668;0.00000;
74;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.35668;0.00000;
75;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.48350;0.00000;
76;0.63410;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.48350;0.00000;
77;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.48350;0.00000;
78;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.58495;0.00000;
79;0.50728;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.58495;0.00000;
80;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.58495;0.00000;
81;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.66612;0.00000;
82;0.40582;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.66612;0.00000;
83;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.66612;0.00000;
84;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.73105;0.00000;
85;0.32466;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.73105;0.00000;
86;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.73105;0.00000;
87;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.78300;0.00000;
88;0.25973;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.78300;0.00000;
89;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.78300;0.00000;
90;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.82455;0.00000;
91;0.20778;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.82455;0.00000;
92;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.82455;0.00000;
93;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.85780;0.00000;
94;0.16622;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.85780;0.00000;
95;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.85780;0.00000;
96;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.88439;0.00000;
97;0.13298;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.88439;0.00000;
98;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.88439;0.00000;
99;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.90567;0.00000;
100;0.10638;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.90567;0.00000;
101;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.90567;0.00000;
102;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.92269;0.00000;
103;0.08511;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.92269;0.00000;
104;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.92269;0.00000;
105;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.93631;0.00000;
106;0.06809;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.93631;0.00000;
107;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.93631;0.00000;
108;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.94720;0.00000;
109;0.05447;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.94720;0.00000;
110;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.94720;0.00000;
111;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.95592;0.00000;
112;0.04357;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.95592;0.00000;
113;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.95592;0.00000;
114;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96289;0.00000;
115;0.03486;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96289;0.00000;
116;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96289;0.00000;
117;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96847;0.00000;
118;0.02789;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96847;0.00000;
119;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.96847;0.00000;
120;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97293;0.00000;
121;0.02231;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97293;0.00000;
122;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97293;0.00000;
123;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97650;0.00000;
124;0.01785;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97650;0.00000;
125;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97650;0.00000;
126;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97935;0.00000;
127;0.01428;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.99078;0.00000;0.00000;0.97935;0.00000;
