sep=;
T/1;CR/1;CS/3;;;US/1;Cortex/3;;;Thalamus/3;;;Hippocampus.BindDelta/4;;;;Hippocampus.Context/4;;;;V/4;;;;W/3;;;
10;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.36000;0.00000;0.00000;0.00000;0.00000;
11;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.48800;0.00000;0.00000;0.00000;0.00000;
12;0.36000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.48800;0.00000;0.00000;0.00000;0.00000;
13;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.48800;0.00000;0.00000;0.00000;0.00000;
14;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.59040;0.00000;0.00000;0.00000;0.00000;
15;0.48800;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.59040;0.00000;0.00000;0.00000;0.00000;
16;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.59040;0.00000;0.00000;0.00000;0.00000;
17;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.67232;0.00000;0.00000;0.00000;0.00000;
18;0.59040;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.67232;0.00000;0.00000;0.00000;0.00000;
19;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.67232;0.00000;0.00000;0.00000;0.00000;
20;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.73786;0.00000;0.00000;0.00000;0.00000;
21;0.67232;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.73786;0.00000;0.00000;0.00000;0.00000;
22;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.73786;0.00000;0.00000;0.00000;0.00000;
23;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.79028;0.00000;0.00000;0.00000;0.00000;
24;0.73786;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.79028;0.00000;0.00000;0.00000;0.00000;
25;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.79028;0.00000;0.00000;0.00000;0.00000;
26;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.83223;0.00000;0.00000;0.00000;0.00000;
27;0.79028;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.83223;0.00000;0.00000;0.00000;0.00000;
28;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.83223;0.00000;0.00000;0.00000;0.00000;
29;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.86578;0.00000;0.00000;0.00000;0.00000;
30;0.83223;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.86578;0.00000;0.00000;0.00000;0.00000;
31;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.86578;0.00000;0.00000;0.00000;0.00000;
32;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
33;0.86578;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
34;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.89263;0.00000;0.00000;0.00000;0.00000;
35;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
36;0.89263;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
37;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.91410;0.00000;0.00000;0.00000;0.00000;
38;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
39;0.91410;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
40;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.93128;0.00000;0.00000;0.00000;0.00000;
41;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
42;0.93128;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
43;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.94502;0.00000;0.00000;0.00000;0.00000;
44;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
45;0.94502;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
46;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95602;0.00000;0.00000;0.00000;0.00000;
47;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
48;0.95602;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
49;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
50;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.20000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
51;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.20000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
52;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.20000;0.00000;0.96482;0.00000;0.00000;0.00000;0.00000;
53;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.20000;0.00000;0.96482;0.00000;0.04000;0.04000;0.00000;
54;0.20000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;1.00000;0.00000;0.00000;0.20000;0.00000;0.96482;0.00000;0.04000;0.04000;0.00000;
55;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.36000;0.00000;0.96482;0.00000;0.03200;0.04000;0.00000;
56;0.16000;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.36000;0.00000;0.96482;0.00000;0.03200;0.04000;0.00000;
57;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.36000;0.00000;0.96482;0.00000;0.03200;0.04000;0.00000;
58;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.36000;0.00000;0.96482;0.00000;0.08960;0.09760;0.00000;
59;0.28800;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.36000;0.00000;0.96482;0.00000;0.08960;0.09760;0.00000;
60;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.48800;0.00000;0.96482;0.00000;0.07168;0.09760;0.00000;
61;0.27040;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.48800;0.00000;0.96482;0.00000;0.07168;0.09760;0.00000;
62;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.48800;0.00000;0.96482;0.00000;0.07168;0.09760;0.00000;
63;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.48800;0.00000;0.96482;0.00000;0.13542;0.16134;0.00000;
64;0.31872;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.48800;0.00000;0.96482;0.00000;0.13542;0.16134;0.00000;
65;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.59040;0.00000;0.96482;0.00000;0.10834;0.16134;0.00000;
66;0.35258;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.59040;0.00000;0.96482;0.00000;0.10834;0.16134;0.00000;
67;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.59040;0.00000;0.96482;0.00000;0.10834;0.16134;0.00000;
68;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.59040;0.00000;0.96482;0.00000;0.17248;0.22549;0.00000;
69;0.32072;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.59040;0.00000;0.96482;0.00000;0.17248;0.22549;0.00000;
70;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.67232;0.00000;0.96482;0.00000;0.13799;0.22549;0.00000;
71;0.41792;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.67232;0.00000;0.96482;0.00000;0.13799;0.22549;0.00000;
72;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.67232;0.00000;0.96482;0.00000;0.13799;0.22549;0.00000;
73;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.67232;0.00000;0.96482;0.00000;0.19976;0.28726;0.00000;
74;0.30885;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.67232;0.00000;0.96482;0.00000;0.19976;0.28726;0.00000;
75;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.73786;0.00000;0.96482;0.00000;0.15980;0.28726;0.00000;
76;0.47256;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.73786;0.00000;0.96482;0.00000;0.15980;0.28726;0.00000;
77;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.73786;0.00000;0.96482;0.00000;0.15980;0.28726;0.00000;
78;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.73786;0.00000;0.96482;0.00000;0.21796;0.34542;0.00000;
79;0.29080;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.73786;0.00000;0.96482;0.00000;0.21796;0.34542;0.00000;
80;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.79028;0.00000;0.96482;0.00000;0.17437;0.34542;0.00000;
81;0.51989;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.79028;0.00000;0.96482;0.00000;0.17437;0.34542;0.00000;
82;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.79028;0.00000;0.96482;0.00000;0.17437;0.34542;0.00000;
83;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.79028;0.00000;0.96482;0.00000;0.22847;0.39952;0.00000;
84;0.27050;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.79028;0.00000;0.96482;0.00000;0.22847;0.39952;0.00000;
85;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.83223;0.00000;0.96482;0.00000;0.18278;0.39952;0.00000;
86;0.56181;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.83223;0.00000;0.96482;0.00000;0.18278;0.39952;0.00000;
87;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.83223;0.00000;0.96482;0.00000;0.18278;0.39952;0.00000;
88;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.83223;0.00000;0.96482;0.00000;0.23276;0.44950;0.00000;
89;0.24994;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.83223;0.00000;0.96482;0.00000;0.23276;0.44950;0.00000;
90;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.86578;0.00000;0.96482;0.00000;0.18621;0.44950;0.00000;
91;0.59946;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.86578;0.00000;0.96482;0.00000;0.18621;0.44950;0.00000;
92;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.86578;0.00000;0.96482;0.00000;0.18621;0.44950;0.00000;
93;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.86578;0.00000;0.96482;0.00000;0.23222;0.49552;0.00000;
94;0.23007;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.86578;0.00000;0.96482;0.00000;0.23222;0.49552;0.00000;
95;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.89263;0.00000;0.96482;0.00000;0.18578;0.49552;0.00000;
96;0.63356;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.89263;0.00000;0.96482;0.00000;0.18578;0.49552;0.00000;
97;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.89263;0.00000;0.96482;0.00000;0.18578;0.49552;0.00000;
98;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.89263;0.00000;0.96482;0.00000;0.22805;0.53778;0.00000;
99;0.21133;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.89263;0.00000;0.96482;0.00000;0.22805;0.53778;0.00000;
100;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.91410;0.00000;0.96482;0.00000;0.18244;0.53778;0.00000;
101;0.66458;1.00000;0.00000;0.00000;0.00000;1.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.91410;0.00000;0.96482;0.00000;0.18244;0.53778;0.00000;
102;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.91410;0.00000;0.96482;0.00000;0.18244;0.53778;0.00000;
